,0,0,1,2,3,4,0,0
519,2020-06-16,0.0,0.0,0.0,0.0,0.0,8.327,-23.454222
520,2020-06-17,0.0,0.0,0.0,0.0,0.0,8.313,-29.177961
521,2020-06-18,0.0,0.0,0.0,0.0,0.0,8.407,-31.054056
522,2020-06-19,16.06856522918362,0.0,0.0,0.0,0.0,13.676,-32.911613
523,2020-06-20,60.25711960943857,0.0,7.20155591572123,0.0,0.0,8.486,-35.51945
524,2020-06-21,0.0,0.0,0.0,0.0,0.0,3.171,-33.025276
525,2020-06-22,0.0,0.0,0.0,0.0,0.0,8.505,-29.125214
526,2020-06-23,0.0,0.0,0.0,0.0,0.0,3.282,-32.043804
527,2020-06-24,0.0,0.0,0.0,0.0,0.0,8.65,-36.162693
528,2020-06-25,1026.3796040141035,99.78071578947367,1111.4401296596434,998.8699057287889,976.6805797101449,34.898,156.36095
529,2020-06-26,6.025711960943856,11.43320701754386,156.03371150729333,120.83103698332123,101.96115942028985,34.633,245.04211
530,2020-06-27,0.0,0.0,2.400518638573744,24.166207396664248,5.366376811594203,29.138,148.06187
531,2020-06-28,20.08570653647952,25.984561403508767,0.0,45.64728063814358,0.0,29.259000000000004,65.00005
532,2020-06-29,0.0,0.0,0.0,51.01754894851341,0.0,24.406,36.301296
533,2020-06-30,12.051423921887713,66.52047719298245,24.00518638573744,16.1108049311095,69.76289855072464,24.421,-3.370041
534,2020-07-01,4310.392622728506,1358.4728701754384,432.0933549432739,300.7350253807106,949.848695652174,293.061,124.046234
535,2020-07-02,154.65994033089234,89.38689122807016,26.405705024311185,59.072951414068164,61.71333333333333,298.993,255.26733
536,2020-07-03,0.0,0.0,0.0,142.31211022480056,0.0,123.90099999999998,138.95203
537,2020-07-04,0.0,0.0,0.0,0.0,0.0,69.89,32.53123
538,2020-07-05,0.0,3.1181473684210523,0.0,0.0,8.049565217391304,42.998,24.116003
539,2020-07-06,0.0,0.0,0.0,0.0,0.0,38.122,-29.093431
540,2020-07-07,0.0,0.0,0.0,0.0,0.0,17.99,19.665617
541,2020-07-08,0.0,0.0,0.0,0.0,0.0,22.055,26.963417
542,2020-07-09,0.0,0.0,0.0,0.0,0.0,21.977,23.048126
543,2020-07-10,0.0,0.0,0.0,0.0,0.0,16.673,77.55503
544,2020-07-11,1695.2336316788717,46.77221052631579,19.204149108589952,59.072951414068164,53.66376811594203,22.007,27.37757
545,2020-07-12,729.1111472742066,3.1181473684210523,0.0,0.0,0.0,38.189,54.309868
546,2020-07-13,0.0,17.669501754385962,2.400518638573744,0.0,48.297391304347826,32.715,-51.65016
547,2020-07-14,582.4854895579061,625.7082385964912,420.09076175040514,265.82828136330676,743.2431884057971,75.824,131.53157
548,2020-07-15,500.13409275834005,312.8541192982456,739.3597406807131,644.43219724438,354.1808695652174,275.96,255.211
549,2020-07-16,0.0,1.0393824561403509,0.0,2.6851341551849166,0.0,163.329,196.9278
550,2020-07-17,0.0,0.0,0.0,0.0,598.3510144927536,81.756,98.44439
551,2020-07-18,0.0,0.0,0.0,0.0,305.8834782608696,59.90999999999999,79.056366
552,2020-07-19,0.0,0.0,0.0,0.0,0.0,43.195,36.055874
553,2020-07-20,54.23140764849472,0.0,268.8580875202593,136.9418419144307,142.20898550724638,38.221,66.066666
554,2020-07-21,0.0,58.20541754385964,24.00518638573744,64.443219724438,104.64434782608696,38.223,69.3722
555,2020-07-22,0.0,0.0,0.0,0.0,0.0,32.671,56.719734
556,2020-07-23,0.0,0.0,0.0,0.0,0.0,27.118,-9.755562
557,2020-07-24,445.9026851098454,548.7939368421052,1512.3267423014586,851.1875271936185,1652.8440579710145,52.774,228.56572
558,2020-07-25,2319.8991049633846,1421.8752,292.8632739059967,349.0674401740391,209.2886956521739,711.778,500.07098
559,2020-07-26,682.9140222403038,503.0611087719298,26.405705024311185,24.166207396664248,37.56463768115942,1208.287,374.29993
560,2020-07-27,265.13132628152965,11.43320701754386,2.400518638573744,300.7350253807106,182.4568115942029,563.598,260.17148
561,2020-07-28,38.16284241931109,1.0393824561403509,206.44460291734194,91.29456127628715,75.12927536231884,242.313,155.58148
562,2020-07-29,0.0,33.26023859649123,16.803630470016206,8.05540246555475,85.86202898550725,146.961,80.21722
563,2020-07-30,58.24854895579061,218.27031578947367,360.07779578606153,324.90123277737484,998.1460869565217,135.231,74.44597
564,2020-07-31,0.0,77.95368421052632,0.0,0.0,77.81246376811593,117.93599999999999,169.14601
565,2020-08-01,0.0,0.0,266.4575688816855,0.0,0.0,93.851,71.200905
566,2020-08-02,82.35139679956603,61.3235649122807,600.129659643436,257.772878897752,1427.456231884058,100.207,116.70324
567,2020-08-03,104.44567398969352,21.82703157894737,1077.832868719611,491.3795503988397,649.3315942028985,157.78,359.30182
568,2020-08-04,188.80564144290753,296.22399999999993,4289.72680713128,1866.168237853517,3670.601739130435,1326.889,692.7877
569,2020-08-05,1773.5678871711416,132.00157192982454,3055.860226904376,3624.9311094996374,804.9565217391304,1761.573,1884.6315
570,2020-08-06,2568.9618660157307,140.31663157894735,924.1996758508914,2618.0058013052935,1725.2901449275362,3373.14,2037.9686
571,2020-08-07,343.4655817737999,359.6263298245614,2297.2963371150727,1662.0980420594633,2117.035652173913,2263.252,1333.4612
572,2020-08-08,0.0,6.236294736842105,0.0,2.6851341551849166,0.0,729.261,1127.8408
573,2020-08-09,144.61708706265256,142.39539649122804,352.87623987034027,373.2336475707034,756.6591304347826,336.122,638.447
