,date,0,1,2,3,4,0,0
97,2021-08-12 11:00:00,0.0,0.0,0.0,0.0,0.0,204.844,6.9705358
98,2021-08-12 12:00:00,0.0,0.0,0.0,0.0,0.0,71.253,6.9705358
99,2021-08-12 13:00:00,0.0,0.0,0.0,0.0,0.0,71.269,6.9705358
100,2021-08-12 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,6.9705358
101,2021-08-12 15:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
102,2021-08-12 16:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
103,2021-08-12 17:00:00,0.0,0.0,0.0,0.0,0.0,133.778,6.9705358
104,2021-08-12 18:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
105,2021-08-12 19:00:00,0.0,0.0,0.0,0.0,0.0,70.764,6.9705358
106,2021-08-12 20:00:00,0.0,0.0,0.0,0.0,0.0,71.055,6.9705358
107,2021-08-12 21:00:00,0.0,0.0,0.0,0.0,0.0,71.121,6.9705358
108,2021-08-12 22:00:00,0.0,0.0,0.0,0.0,0.0,71.203,6.9705358
109,2021-08-12 23:00:00,0.0,0.0,0.0,0.0,0.0,22.126,6.9705358
110,2021-08-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
111,2021-08-13 01:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
112,2021-08-13 02:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
113,2021-08-13 03:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
114,2021-08-13 04:00:00,0.0,0.0,0.0,0.0,0.0,133.806,6.9705358
115,2021-08-13 05:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
116,2021-08-13 06:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
117,2021-08-13 07:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
118,2021-08-13 08:00:00,0.0,0.0,0.0,0.0,0.0,133.833,6.9705358
119,2021-08-13 09:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
120,2021-08-13 10:00:00,0.0,0.0,0.0,0.0,0.0,134.068,6.9705358
121,2021-08-13 11:00:00,0.0,0.0,0.0,0.0,0.0,71.913,6.9705358
122,2021-08-13 12:00:00,0.0,0.0,0.0,0.0,0.0,71.062,6.9705358
123,2021-08-13 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,6.9705358
124,2021-08-13 14:00:00,0.0,0.0,0.0,0.0,0.0,70.836,6.9705358
125,2021-08-13 15:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
126,2021-08-13 16:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705505
127,2021-08-13 17:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705505
128,2021-08-13 18:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
129,2021-08-13 19:00:00,0.0,0.0,0.0,0.0,0.0,208.532,6.9705358
130,2021-08-13 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,6.9705358
131,2021-08-13 21:00:00,0.0,0.0,0.0,0.0,0.0,70.868,6.9705358
132,2021-08-13 22:00:00,0.0,0.0,0.0,0.0,0.0,70.836,6.9705358
133,2021-08-13 23:00:00,0.0,0.0,0.0,0.0,0.0,19.766,6.9705358
134,2021-08-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
135,2021-08-14 01:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
136,2021-08-14 02:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
137,2021-08-14 03:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
138,2021-08-14 04:00:00,0.0,15.74281129271917,0.0,0.0,0.0,0.5,6.94512
139,2021-08-14 05:00:00,0.0,0.0,0.0,0.0,0.0,0.5,7.1164703
140,2021-08-14 06:00:00,11.944658399098083,0.0,0.0,0.0,0.0,0.5,7.0257826
141,2021-08-14 07:00:00,131.39124239007893,0.0,0.0,0.0,0.0,133.833,7.5659275
142,2021-08-14 08:00:00,71.6679503945885,0.0,0.0,0.0,0.0,0.5,6.820484
143,2021-08-14 09:00:00,382.22906877113866,141.68530163447252,0.0,0.0,0.0,0.5,7.719726
144,2021-08-14 10:00:00,704.7348455467869,1054.7683566121843,0.0,0.0,0.0,0.735,7.2321076
145,2021-08-14 11:00:00,0.0,456.5415274888559,0.0,0.0,0.0,71.064,9.229528
146,2021-08-14 12:00:00,0.0,850.1118098068351,0.0,417.37532121212126,0.0,71.063,10.595282
147,2021-08-14 13:00:00,0.0,503.7699613670134,0.0,64.2115878787879,0.0,71.079,13.635916
148,2021-08-14 14:00:00,0.0,409.3130936106984,0.0,144.47607272727274,0.0,70.706,13.918206
149,2021-08-14 15:00:00,0.0,15.74281129271917,0.0,16.052896969696974,0.0,0.5,12.768436
150,2021-08-14 16:00:00,0.0,94.456867756315,0.0,0.0,0.0,0.5,8.417296
151,2021-08-14 17:00:00,0.0,78.71405646359585,0.0,0.0,0.0,0.5,9.370725
152,2021-08-14 18:00:00,0.0,0.0,0.0,0.0,0.0,0.5,9.586144
153,2021-08-14 19:00:00,167.22521758737318,62.97124517087668,0.0,0.0,0.0,70.38,11.237826
154,2021-08-14 20:00:00,35.83397519729425,0.0,0.0,0.0,0.0,337.837,11.082863
155,2021-08-14 21:00:00,0.0,31.48562258543834,0.0,0.0,0.0,71.257,11.038226
156,2021-08-14 22:00:00,47.77863359639233,0.0,0.0,0.0,0.0,204.735,12.274996
157,2021-08-14 23:00:00,0.0,94.456867756315,0.0,0.0,0.0,24.438,12.7757435
158,2021-08-15 00:00:00,0.0,15.74281129271917,0.0,0.0,0.0,133.944,15.129521
159,2021-08-15 01:00:00,0.0,0.0,0.0,0.0,0.0,134.0,16.444784
160,2021-08-15 02:00:00,119.44658399098083,0.0,0.0,0.0,0.0,134.028,18.91118
161,2021-08-15 03:00:00,35.83397519729425,78.71405646359585,0.0,0.0,0.0,0.5,23.836994
162,2021-08-15 04:00:00,0.0,78.71405646359585,0.0,0.0,0.0,134.056,30.960306
163,2021-08-15 05:00:00,71.6679503945885,31.48562258543834,0.0,0.0,0.0,0.5,30.3954
164,2021-08-15 06:00:00,0.0,15.74281129271917,0.0,0.0,0.0,267.667,48.2454
165,2021-08-15 07:00:00,0.0,31.48562258543834,0.0,0.0,0.0,0.5,51.819633
166,2021-08-15 08:00:00,0.0,15.74281129271917,0.0,0.0,0.0,134.139,84.7416
167,2021-08-15 09:00:00,0.0,0.0,0.0,0.0,0.0,134.139,125.87441
168,2021-08-15 10:00:00,0.0,0.0,0.0,0.0,0.0,134.194,65.83205
169,2021-08-15 11:00:00,0.0,0.0,0.0,0.0,0.0,204.411,98.88988
170,2021-08-15 12:00:00,0.0,0.0,0.0,0.0,0.0,71.39,54.43484
171,2021-08-15 13:00:00,0.0,0.0,0.0,0.0,0.0,71.714,42.208225
172,2021-08-15 14:00:00,0.0,0.0,0.0,0.0,0.0,71.357,14.081856
173,2021-08-15 15:00:00,0.0,0.0,0.0,0.0,0.0,134.25,16.603127
174,2021-08-15 16:00:00,0.0,0.0,0.0,0.0,0.0,0.5,15.370478
175,2021-08-15 17:00:00,0.0,0.0,0.0,0.0,0.0,134.278,11.231491
176,2021-08-15 18:00:00,0.0,0.0,0.0,0.0,0.0,134.919,17.799252
177,2021-08-15 19:00:00,0.0,0.0,0.0,0.0,0.0,71.047,11.0904045
178,2021-08-15 20:00:00,0.0,0.0,0.0,0.0,0.0,71.6,12.125506
179,2021-08-15 21:00:00,0.0,0.0,0.0,0.0,0.0,71.42,13.0345545
180,2021-08-15 22:00:00,0.0,0.0,0.0,0.0,0.0,71.469,15.689959
181,2021-08-15 23:00:00,0.0,0.0,0.0,0.0,0.0,154.883,11.673227
182,2021-08-16 00:00:00,0.0,0.0,0.0,0.0,0.0,134.333,9.678105
183,2021-08-16 01:00:00,0.0,94.456867756315,0.0,0.0,0.0,0.5,13.307207
184,2021-08-16 02:00:00,0.0,0.0,0.0,0.0,0.0,0.5,15.600829
185,2021-08-16 03:00:00,0.0,0.0,0.0,0.0,0.0,134.389,12.375267
186,2021-08-16 04:00:00,0.0,0.0,0.0,0.0,0.0,0.5,11.235685
187,2021-08-16 05:00:00,0.0,0.0,0.0,0.0,0.0,0.5,8.324717
188,2021-08-16 06:00:00,0.0,0.0,0.0,0.0,0.0,134.417,8.995918
189,2021-08-16 07:00:00,0.0,0.0,0.0,0.0,0.0,134.417,7.8821836
190,2021-08-16 08:00:00,0.0,0.0,0.0,0.0,0.0,0.5,7.1035614
191,2021-08-16 09:00:00,0.0,0.0,0.0,0.0,0.0,134.472,7.106968
192,2021-08-16 10:00:00,0.0,0.0,0.0,0.0,0.0,0.5,7.1333756
193,2021-08-16 11:00:00,0.0,0.0,0.0,0.0,0.0,70.741,7.1459465
194,2021-08-16 12:00:00,0.0,0.0,0.0,0.0,0.0,70.901,7.1628933
195,2021-08-16 13:00:00,0.0,0.0,0.0,0.0,0.0,71.29,7.224068
196,2021-08-16 14:00:00,0.0,0.0,0.0,0.0,0.0,337.757,7.2291865
197,2021-08-16 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7.1883955
198,2021-08-16 16:00:00,0.0,0.0,0.0,0.0,0.0,0.5,7.2690406
199,2021-08-16 17:00:00,0.0,0.0,0.0,0.0,0.0,0.5,7.280985
200,2021-08-16 18:00:00,0.0,0.0,0.0,0.0,0.0,0.5,7.405796
201,2021-08-16 19:00:00,0.0,0.0,0.0,0.0,0.0,69.76,8.086912
202,2021-08-16 20:00:00,0.0,0.0,0.0,0.0,0.0,70.755,8.10548
203,2021-08-16 21:00:00,0.0,0.0,0.0,0.0,0.0,71.159,7.4863772
204,2021-08-16 22:00:00,0.0,0.0,0.0,0.0,0.0,70.852,7.6462226
205,2021-08-16 23:00:00,0.0,0.0,0.0,0.0,0.0,27.423,8.512091
206,2021-08-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.5,11.77639
207,2021-08-17 01:00:00,0.0,0.0,0.0,0.0,0.0,134.528,6.9705358
208,2021-08-17 02:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
209,2021-08-17 03:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
210,2021-08-17 04:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
